Gene	Gene_Name	Molecule	Start	End	strand	probe_start	probe_end	1451_growth_t1_avg	1451_growth_t2_avg	1451_growth_t3_avg	1451_growth_t4_avg	ura3_growth_t1_avg	ura3_growth_t2_avg	ura3_growth_t3_avg	ura3_growth_t4_avg
VNG1690G	rpl4e	chr	1260044	1260793	+	1260281	1260212	-0.027	-0.075333333	-0.190666667	-0.447	0.0355	-0.017333333	-0.153	-0.6235
VNG1691G	rpl23p	chr	1260793	1261044	+	1261042	1260973	-0.16	-0.154	-0.290333333	-0.5105	-0.1175	-0.081666667	-0.201666667	-0.623
VNG1692G	rpl2p	chr	1261050	1261769	+	1261638	1261569	-0.106666667	-0.100333333	-0.209	-0.473	-0.0145	-0.06	-0.159	-0.6255
VNG1693G	rps19p	chr	1261776	1262195	+	1262028	1261959	-0.120333333	-0.070333333	-0.216666667	-0.44	-0.0815	-0.071	-0.180666667	-0.574
VNG1695G	rpl22p	chr	1262202	1262669	+	1262495	1262426	-0.17	-0.149	-0.313666667	-0.496	-0.1625	-0.110666667	-0.178333333	-0.676
VNG1697G	rps3p	chr	1262672	1263577	+	1262911	1262842	-0.166666667	-0.129	-0.257666667	-0.54	-0.124	-0.081	-0.178333333	-0.607
VNG1698G	rpl29p	chr	1263580	1263792	+	1263728	1263659	-0.003	-0.003666667	-0.11	-0.375	0.065	0.008333333	-0.098333333	-0.503
VNG1699C		chr	1263804	1264172	+	1264137	1264068	-0.142333333	-0.127	-0.297	-0.4885	-0.1045	-0.099666667	-0.172666667	-0.582
VNG1700G	rps17p	chr	1264166	1264492	+	1264403	1264334	-0.154666667	-0.111	-0.244333333	-0.397	-0.0825	-0.075	-0.133333333	-0.5155
VNG1701G	rpl14p	chr	1264495	1264890	+	1264634	1264565	-0.136333333	-0.081333333	-0.229333333	-0.4655	-0.083	-0.064333333	-0.165666667	-0.5155
VNG1702G	rpl24p	chr	1264898	1265251	+	1265245	1265176	-0.110666667	-0.120333333	-0.253	-0.467	-0.0685	-0.067666667	-0.150666667	-0.6625
VNG1703G	rps4e	chr	1265251	1265949	+	1265661	1265592	-0.076666667	-0.027	-0.167	-0.377	-0.0255	-0.035333333	-0.112666667	-0.52
VNG1705G	rpl5p	chr	1265949	1266473	+	1266424	1266355	-0.113	-0.097333333	-0.261333333	-0.437	-0.065	-0.078333333	-0.135666667	-0.5975
VNG1706G	rps14p	chr	1266473	1266628	+	1266628	1266559	-0.141333333	-0.092666667	-0.271333333	-0.518	-0.0955	-0.085333333	-0.158333333	-0.547
VNG1707G	rps8p	chr	1266730	1267023	+	1266878	1266809	-0.022	-0.020666667	-0.171	-0.4165	0.046	-0.021333333	-0.126666667	-0.5765
VNG1709G	rpl6p	chr	1267030	1267563	+	1267177	1267108	-0.086333333	-0.070666667	-0.223666667	-0.431	-0.045	-0.064666667	-0.143	-0.556
VNG1711G	rpl32e	chr	1267570	1268286	+	1268249	1268180	-0.071	-0.041	-0.191333333	-0.3995	-0.0005	-0.076	-0.124333333	-0.499
VNG1713G	rpl19e	chr	1268282	1268728	+	1268664	1268595	-0.149666667	-0.132	-0.284333333	-0.4695	-0.146	-0.086	-0.167666667	-0.5335
VNG1714G	rpl18p	chr	1268731	1269279	+	1268851	1268782	-0.089333333	-0.09	-0.202666667	-0.4305	0.003	-0.084333333	-0.144666667	-0.5135
VNG1715G	rps5p	chr	1269286	1269921	+	1269509	1269440	-0.126	-0.068	-0.232333333	-0.4315	-0.1115	-0.086	-0.144666667	-0.464
VNG1716G	rpl30p	chr	1269924	1270385	+	1270057	1269988	-0.064666667	-0.054	-0.217666667	-0.4265	0.0055	-0.077	-0.13	-0.496
VNG1718G	rpl15p	chr	1270394	1270852	+	1270602	1270533	-0.105333333	-0.091333333	-0.221333333	-0.436	-0.1015	-0.064666667	-0.148	-0.428
VNG1719G	secY	chr	1270859	1272331	+	1271133	1271064	-0.14	-0.102333333	-0.259666667	-0.432	-0.1145	-0.093	-0.127333333	-0.499
VNG1720H		chr	1272410	1273570	+	1272968	1272899	-0.030666667	0.068	-0.072	-0.2035	-0.075	-0.004	-0.065	-0.251
VNG1721G	trkH2	chr	1275447	1273774	-	1274254	1274323	-0.039666667	-0.067333333	0.029666667	0.053	0.0245	0.004	0.040666667	0.0705
VNG1723H		chr	1275960	1275553	-	1275725	1275794	0.031333333	0.102	0.055333333	0.128	0.071	0.097	0.179666667	0.236
VNG1724G	adk	chr	1276049	1276696	+	1276180	1276111	-0.064333333	-0.016333333	-0.077333333	-0.1935	-0.0185	-0.016333333	-0.145	-0.1465
VNG1726G	htlB	chr	1276763	1277632	+	1277573	1277504	-0.09	0.042333333	-0.048666667	-0.1795	-0.1225	-0.031666667	-0.122333333	-0.1435
VNG1727G	cmk	chr	1277691	1278266	+	1277821	1277752	-0.018333333	-0.010333333	-0.059333333	-0.1755	0.004	-0.017	-0.093666667	-0.2325
VNG1729G	sus	chr	1278271	1279173	+	1278389	1278320	0.084	0.097	0.042	0.02	0.123	0.071333333	0.086333333	0.003
VNG1732C		chr	1281537	1279786	-	1280955	1281024	0.069666667	-0.061666667	0.030666667	0.279	0.0535	0.087666667	0.258	0.237
VNG1733G	htr17	chr	1283353	1281746	-	1282844	1282913	0.223666667	0.115	0.239666667	0.229	0.1175	0.156666667	0.296	0.3165
VNG1734H		chr	1283685	1283353	-	1283572	1283641	0.173666667	0.125	0.224666667	0.3275	0.2625	0.164666667	0.318666667	0.3255
VNG1735C		chr	1283837	1284619	+	1284464	1284395	0.088	0.014333333	-0.016	0.0575	0.0165	0.135666667	0.106	0.0515
VNG1737H		chr	1284679	1285647	+	1285459	1285390	0.012333333	-0.036666667	0.021333333	0.1335	0.0155	0.095333333	0.234333333	0.1205
VNG1739G	htlC	chr	1285676	1286512	+	1286295	1286226	-0.040666667	-0.005333333	0.006	-0.0255	-0.0345	-0.012666667	0.010666667	0.02
VNG1740C		chr	1286560	1287534	+	1287452	1287383	-0.087666667	-0.101666667	-0.012333333	0.0445	0.0675	0.034666667	0.028	0.092
VNG1743C		chr	1287622	1288278	+	1287986	1287917	-0.058333333	-0.057	-0.073333333	-0.057	-0.069	0.003333333	-0.008	-0.0135
VNG1744H		chr	1289183	1288326	-	1289044	1289113	0.273	0.078666667	0.099666667	0.298	0.1895	0.072	0.148333333	0.249
VNG1746C		chr	1289265	1289951	+	1289459	1289390	0.069333333	0.114	0.118	0.258	0.1115	0.073333333	0.206333333	0.524
VNG1748C		chr	1290629	1289958	-	1290377	1290446	-0.055666667	0.042666667	0.093333333	0.1565	0.0305	-0.013	0.043	0.1245
VNG1749G	gbp1	chr	1290751	1291938	+	1291450	1291381	0.197	0.101666667	0.008	-0.0585	0.0695	0.154	0.076	-0.107
VNG1751H		chr	1292908	1291958	-	1292411	1292480	0.22	0.022	0.103666667	0.186	0.1475	0.073333333	0.141333333	0.2445
VNG1752C		chr	1293393	1292965	-	1292989	1293058	0.025	0.082666667	0.023333333	-0.0915	0.0135	0.066333333	-0.053	-0.0735
VNG1754G	phr1	chr	1294845	1293460	-	1294010	1294079	0.020333333	0.123666667	0.172	0.3085	0.09	0.032666667	0.132666667	0.2525
VNG1755G	crtI2	chr	1296458	1294851	-	1295924	1295993	0.282	0.177333333	0.164	0.2505	0.064	0.104666667	0.241333333	0.312
VNG1756G	eif1a2	chr	1296538	1296786	+	1296661	1296592	-0.032	0.03	-0.004333333	0.0045	-0.0095	-0.022	-0.098333333	0.03
VNG1758H		chr	1296996	1297280	+	1297125	1297056	-0.003666667	0.067333333	0.021666667	0.1215	0.075	0.029333333	0.072	0.192
VNG1759G	htr7	chr	1297280	1298914	+	1297515	1297446	-0.018666667	-0.024333333	0.062333333	0.238	0.0045	-0.009333333	0.141	0.2795
VNG1760G	htr5	chr	1301365	1298936	-	1300494	1300563	-0.180666667	-0.057333333	-0.034666667	0.1165	-0.056	-0.087666667	0.059666667	0.273
VNG1762G	proX	chr	1302374	1301373	-	1301899	1301968	-0.118	-0.014333333	0.032666667	0.13	0.002	-0.048333333	0.045333333	0.2725
VNG1764G	sop2	chr	1304881	1304171	-	1304742	1304811	-0.087333333	0.044333333	-0.057666667	-0.11	-0.086	0.027	-0.035	-0.0585
VNG1765G	htr2	chr	1307177	1304886	-	1307031	1307100	-0.090666667	-0.047333333	-0.077	-0.085	-0.0755	-0.001666667	-0.116	-0.095
VNG1766C		chr	1308028	1307270	-	1307361	1307430	-0.025666667	0.054666667	0.043333333	0.051	0.063	0.054666667	0.084666667	-0.0305
VNG1767G	speB	chr	1308874	1308059	-	1308648	1308717	-0.089	-0.000666667	-0.060666667	-0.214	-0.0475	-0.013333333	-0.124	-0.3015
VNG1768G	eif5a	chr	1309261	1308881	-	1309012	1309081	-0.097	0.016666667	-0.049	-0.2325	-0.055	-0.025333333	-0.12	-0.2595
VNG1769C		chr	1309908	1309366	-	1309672	1309741	0.011	-0.104	0.010666667	0.055	0.011	0.040666667	0.029666667	0.083
VNG1770C		chr	1311800	1310190	-	1311172	1311241	0.038333333	0.029333333	-0.033333333	-0.0915	-0.0875	-0.021	-0.070333333	-0.005
VNG1771C		chr	1312283	1311936	-	1312115	1312184	-0.032666667	0.046666667	0.022333333	0.047	0.0285	0.032333333	-0.016	0.0655
VNG1772G	pgp	chr	1313013	1312360	-	1312394	1312463	0.313	0.042333333	0.133666667	0.3595	0.242	0.158666667	0.263	0.278
VNG1773G	cad	chr	1313342	1313070	-	1313207	1313276	-0.095	0.034333333	-0.011333333	0.022	-0.0385	-0.059666667	-0.051333333	-0.0305
VNG1774G	hemA	chr	1314716	1313409	-	1314394	1314463	-0.008666667	0.025333333	-0.037	-0.2355	-0.0705	-0.009	-0.114	-0.2225
VNG1775C		chr	1315375	1314716	-	1314750	1314819	-0.056	0.009666667	-0.077666667	-0.064	-0.049	-0.050333333	-0.104	-0.0505
VNG1776G	nirH	chr	1316441	1315386	-	1315425	1315494	0.087333333	0.051333333	-0.006666667	-0.0005	0.0605	0.036666667	-0.019	0.022
VNG1777H		chr	1316915	1316502	-	1316590	1316659	0.11	0.034333333	-0.009666667	-0.038	0.0685	0.047666667	-0.015	-0.065
VNG1779C		chr	1317052	1317957	+	1317800	1317731	0.336	0.065	-0.02	-0.0245	0.05	0.147333333	0.126333333	0.1105
VNG1781C		chr	1318960	1317983	-	1318632	1318701	0.306333333	-0.006333333	0.165333333	0.4955	0.2765	0.227333333	0.361666667	0.3975
VNG1782C		chr	1319025	1319996	+	1319170	1319101	-0.026666667	-0.029	-0.096666667	-0.1765	0.025	0.095	-0.059333333	-0.286
VNG1783H		chr	1321352	1321561	+	1321490	1321421	0.164	0.112333333	0.115	0.2755	0.1545	0.139	0.244	0.2455
VNG1784C		chr	1321353	1320004	-	1321226	1321295	0.616666667	0.226	0.188666667	0.457	0.258	0.245333333	0.430333333	0.42
VNG1785G	panF	chr	1321603	1323048	+	1322026	1321957	0.188666667	0.066666667	0.139666667	0.2925	0.1965	0.105333333	0.128	0.2435
VNG1786H		chr	1323331	1323056	-	1323192	1323261	0.080666667	0.12	0.045333333	0.227	0.1385	0.134666667	0.205333333	0.2065
VNG1787H		chr	1323330	1324295	+	1323469	1323400	0.008	0.097666667	1.16E-18	0.099	0.021	0.048	0.082	-0.019
VNG1788C		chr	1324332	1325252	+	1324503	1324434	0.045666667	0.140666667	0.087666667	0.2575	0.256	0.085666667	0.133333333	0.207
VNG1790H		chr	1325295	1325651	+	1325499	1325430	0.018333333	-0.024333333	0.057666667	0.1515	0.0575	0.053333333	0.098	0.12
VNG1791C		chr	1326372	1325659	-	1325944	1326013	-0.004333333	0.109333333	0.055	0.1715	0.111	0.095	0.175333333	0.1815
VNG1793C		chr	1326538	1327443	+	1327124	1327055	-0.132666667	-0.011666667	-0.062333333	-0.0875	-0.165	-0.094666667	-0.107	-0.0885
VNG1794C		chr	1329540	1327459	-	1328833	1328902	0	0.206333333	0.107666667	0.2725	0.101	0.180333333	0.245333333	0.3635
VNG1795C		chr	1330778	1332091	+	1331140	1331071	0.09	-0.010666667	0.071	0.227	0.1285	0.131666667	0.144666667	0.2125
VNG1796H		chr	1332167	1332481	+	1332251	1332182	0.303	0.196	0.197333333	0.467	0.1955	0.148666667	0.283	0.405
VNG1797G	thrB	chr	1330657	1329755	-	1330041	1330110	0.147333333	0.039333333	0.131666667	0.25	0.2765	0.207666667	0.326666667	0.2935
VNG1798H		chr	1333429	1332860	-	1333149	1333218	0.079333333	0.089333333	0.046	0.128	0.0615	0.036333333	0.054333333	0.241
VNG1800H		chr	1333676	1333488	-	1333542	1333611	-0.143333333	0.018333333	-0.046666667	-0.035	0.004	-0.026	-0.086666667	-0.0815
VNG1801G	hsp1	chr	1334330	1333818	-	1333895	1333964	0.246666667	0.157	0.181	0.1585	0.235	0.090333333	0.140666667	0.159
VNG1802H		chr	1335148	1334330	-	1335007	1335076	-0.084666667	0.025666667	0.026666667	-0.008	0.0325	-0.037666667	0.043	0.0005
VNG1804G	noxA	chr	1335461	1336711	+	1335646	1335577	0.017666667	0.05	-0.007666667	-0.1915	-0.0035	0.044666667	-0.055333333	-0.092
VNG1806H		chr	1336842	1337072	+	1336968	1336899	-0.186	-0.028666667	0.007333333	0.1415	-0.0835	-0.137333333	-0.03	0.1975
VNG1807H		chr	1337141	1337557	+	1337340	1337271	0.213666667	0.125333333	0.066	0.089	0.0895	0.074666667	0.027	0.165
VNG1809H		chr	1337618	1338163	+	1337738	1337669	0.071333333	0.066	-0.005333333	0.034	-0.0015	-0.011	-0.053333333	0.1165
VNG1811G	eye	chr	1339508	1338207	-	1339397	1339466	0.512	0.201333333	0.069333333	0.2105	0.16	0.144	0.221666667	0.304
VNG1814G	carB	chr	1339799	1342924	+	1340964	1340895	-0.256666667	-0.188333333	-0.103	-0.158	-0.159	0.128333333	-0.047	-0.4175
VNG1815G	carA	chr	1344059	1343001	-	1343855	1343924	-0.072333333	-0.068333333	0.002333333	-0.1235	-0.1505	0.056666667	-0.082	-0.16
VNG1816G	trh3	chr	1344157	1344567	+	1344458	1344389	0.054	0.069	0.048666667	0.107	0.0785	0.086666667	0.001	-0.102
VNG1818G	idi	chr	1344598	1345236	+	1345190	1345121	0.308666667	0.095333333	0.049	0.0385	0.1005	0.098333333	0.083333333	0.1485
VNG1820H		chr	1345983	1345753	-	1345785	1345854	-0.020333333	0.018	0.034	0.0565	0.009	0.039666667	-0.024333333	0.0095
VNG1821G	adh4	chr	1347026	1345986	-	1346010	1346079	-0.078	0.077	0.110333333	0.2625	0.1275	-0.009666667	0.136666667	0.1875
VNG1822G	moaB	chr	1347117	1347731	+	1347687	1347618	0.014	0.080666667	0.065	0.1825	0.056	0.008666667	0.104333333	0.184
VNG1823C		chr	1347731	1348435	+	1348386	1348317	0.003	0.128333333	0.098666667	0.251	0.1695	0.027	0.184333333	0.267
VNG1826H		chr	1348491	1348715	+	1348640	1348571	-0.031666667	-0.010666667	0.079666667	0.1915	0.068	-0.012666667	0.065	0.1905
VNG1827H		chr	1349077	1348760	-	1348811	1348880	0.036	0.059666667	0.018333333	0.034	0.054	0.064666667	0.047666667	0.047
VNG1829G	guaAb	chr	1350047	1349133	-	1349621	1349690	-0.104333333	-0.033666667	-0.102666667	-0.1585	-0.1105	-0.145333333	-0.118	-0.1055
VNG1830G	pyrG	chr	1351708	1350050	-	1351507	1351576	-0.047	-0.046333333	-0.129666667	-0.1345	0.0535	-0.015333333	-0.044666667	-0.1295
VNG1831H		chr	1352415	1351801	-	1352016	1352085	0.124333333	-0.045	0.072666667	0.2405	0.159	0.146	0.288333333	0.2545
VNG1832H		chr	1352584	1352447	-	1352466	1352535	0.266666667	0.13	0.089666667	0.4265	0.192	0.184	0.351333333	0.3385
VNG1833C		chr	1353444	1352830	-	1352833	1352902	0.211333333	-0.059666667	0.173	0.495	0.2605	0.200333333	0.328333333	0.368
VNG1834G	hyrA	chr	1353443	1354078	+	1353564	1353495	0.177666667	0.081666667	0.075666667	0.1685	0.054	0.091666667	0.173666667	0.201
VNG1835G	thrS	chr	1356064	1354115	-	1354982	1355051	-0.082333333	0.020333333	-0.055	-0.107	-0.001	-0.006666667	0.006666667	-0.043
VNG1836G	cspD2	chr	1356243	1356449	+	1356355	1356286	-0.194333333	-0.097	-0.153333333	-0.3685	-0.1835	-0.061333333	-0.166333333	-0.282
VNG1837G	ykfB1	chr	1357613	1356585	-	1357224	1357293	-0.019666667	-0.028666667	-0.012333333	0.048	-0.031	-0.014333333	0.026	0.0215
VNG1838H		chr	1358783	1358938	+	1358933	1358864	0.329333333	0.153333333	0.233	0.512	0.2995	0.143	0.473	0.5465
VNG1839H		chr	1358623	1357613	-	1358195	1358264	0.044	0.132666667	0.078333333	0.2115	0.117	0.088333333	0.121666667	0.2215
VNG1842H		chr	1360250	1358952	-	1359825	1359894	0.157333333	0.048333333	0.006333333	0.0435	0.038	0.081	0.034	0.061
VNG1843C		chr	1360326	1360979	+	1360757	1360688	0.090666667	0.070666667	0.038666667	0.097	0.105	0.065333333	0.061333333	0.104
VNG1844G	ansA	chr	1361018	1362298	+	1361565	1361496	0.345333333	0.159333333	0.072333333	0.044	0.089	0.133666667	0.062	0.092
VNG1845C		chr	1362289	1363227	+	1362548	1362479	-0.064333333	0.065333333	-0.009	-0.11	-0.016	-0.021333333	-0.059333333	-0.153
VNG1846C		chr	1363962	1363234	-	1363593	1363662	0.244333333	0.072666667	0.038666667	0.1335	0.057	0.097666667	0.124333333	0.2065
VNG1847G	pchA	chr	1364265	1365497	+	1365028	1364959	-0.081	0.033	0.063	-0.0135	-0.0845	-0.036333333	-0.013	-0.0565
VNG1848H		chr	1364264	1363965	-	1364195	1364264	0.365333333	0.116333333	0.082666667	0.2185	0.117	0.106333333	0.157333333	0.289
VNG1849H		chr	1366691	1365513	-	1365631	1365700	-0.049333333	0.006666667	-0.052666667	-0.012	0.024	0.061333333	0.06	-0.0465
VNG1850G	udp1	chr	1367812	1367039	-	1367414	1367483	-0.013333333	0.060666667	-0.013333333	-0.1015	0.0105	0.060666667	0.001	-0.0075
VNG1851G	suk	chr	1368748	1367864	-	1368409	1368478	0.075333333	0.151333333	0.079	0.182	0.173	0.128666667	0.088	0.0655
VNG1852H		chr	1369606	1368776	-	1369366	1369435	0.014333333	0.113	0.046666667	0.133	0.103	0.101666667	0.160666667	0.246
VNG1853G	eif2ba	chr	1370594	1369653	-	1369880	1369949	-0.038	0.035666667	0.000666667	0.071	-0.0395	-0.019333333	-0.014666667	0.0955
VNG1856G	htr3	chr	1372538	1370640	-	1372427	1372496	-0.141666667	0.008	-0.009333333	0.163	-0.0235	-0.005	0.128666667	0.2665
VNG1857C		chr	1374292	1373054	-	1373055	1373124	-0.122666667	-0.005333333	-0.055666667	0.021	-0.09	-0.071666667	0.032333333	0.133
VNG1859G	deoC	chr	1374390	1375025	+	1374563	1374494	0.201333333	0.186	0.145666667	0.432	0.2135	0.171	0.319333333	0.4075
VNG1861C		chr	1375087	1376382	+	1376139	1376070	-0.027666667	0.042	-0.019666667	-0.05	0.0155	0.034333333	-0.056666667	-0.07
VNG1862G	cef	chr	1377303	1376407	-	1377091	1377160	0.117666667	0.055	0.000666667	0.0005	0.021	0.047666667	0.113	0.0355
VNG1864G	hit2	chr	1377889	1377347	-	1377690	1377759	0.025	0.013	0.062666667	0.1	0.0625	0.061333333	0.091333333	0.095
VNG1865H		chr	1378010	1378207	+	1378121	1378052	0.073666667	-0.033	0.042	0.4805	0.0685	-0.020666667	0.122333333	0.567
VNG1866G	map	chr	1379138	1378251	-	1378321	1378390	-0.047333333	0.012333333	0.005666667	-0.0145	0.0435	0.025333333	-0.030333333	-0.0225
VNG1867G	potC	chr	1380002	1379190	-	1379599	1379668	0.398333333	0.232666667	0.282333333	0.542	0.274	0.238	0.475333333	0.46
VNG1868G	potB	chr	1380895	1380005	-	1380495	1380564	0.136666667	-0.045333333	0.076666667	0.27	0.19	0.153	0.276666667	0.2035
VNG1869C		chr	1382075	1380900	-	1381281	1381350	0.365666667	0.223	0.121666667	0.418	0.239	0.216	0.376333333	0.497
VNG1871G	potA2	chr	1382218	1383339	+	1382372	1382303	0.112	0.033666667	0.054333333	0.2775	0.079	0.078333333	0.223666667	0.272
VNG1872C		chr	1384233	1383352	-	1383801	1383870	0.436666667	0.206	0.156333333	0.3835	0.2105	0.175	0.336333333	0.3735
VNG1873G	icd	chr	1384332	1385597	+	1385063	1384994	-0.118	-0.021333333	-0.11	-0.2825	-0.131	-0.051333333	-0.149666667	-0.347
VNG1874C		chr	1385685	1386206	+	1385812	1385743	0.241333333	0.087333333	0.037333333	0.095	0.0995	0.106333333	0.075666667	0.2065
VNG1875G	mvaA	chr	1387433	1386219	-	1386785	1386854	-0.026333333	0.075333333	0.005333333	-0.12	0.001	-0.004333333	-0.053666667	-0.1605
VNG1877C		chr	1387529	1387843	+	1387696	1387627	-0.091	-0.033333333	-0.112666667	-0.24	-0.005	-0.013666667	-0.019333333	-0.2265
VNG1879G	thb	chr	1387843	1388988	+	1388680	1388611	-0.196	-0.026333333	-0.054666667	-0.0285	0.0235	-0.018666667	0.001	-0.1465
VNG1880C		chr	1389042	1390559	+	1390297	1390228	0.512	0.207666667	0.155666667	0.3075	0.171	0.132	0.181666667	0.3805
VNG1882G	nadA	chr	1390684	1391805	+	1391218	1391149	0.234	0.393666667	0.463333333	0.454	0.227	0.166	0.252	0.2915
VNG1883G	nadB	chr	1391811	1393337	+	1393225	1393156	0.4	0.646666667	0.602666667	0.6055	0.124	0.222333333	0.339666667	0.3655
VNG1884G	nadC	chr	1393327	1394130	+	1394130	1394061	0.413666667	0.625666667	0.693333333	0.652	0.1525	0.062	0.2	0.1085
VNG1886C		chr	1394925	1394137	-	1394471	1394540	0.240333333	0.246666667	0.173	0.5185	0.2815	0.243333333	0.283333333	0.3905
VNG1887G	gpm	chr	1396895	1395372	-	1395864	1395933	-0.071666667	-0.082666667	-0.098333333	-0.097	-0.058	0.021333333	-0.020333333	-0.036
VNG1889H		chr	1397267	1397016	-	1397019	1397088	-0.302333333	-0.226333333	-0.243	-0.1835	0.02	0.047	-0.040333333	-0.011
VNG1890H		chr	1397820	1397377	-	1397710	1397779	0.157	0.106333333	0.144	0.323	0.2195	0.166666667	0.242666667	0.2265
VNG1891H		chr	1398710	1399945	+	1399288	1399219	0.229666667	0.249333333	0.264333333	0.5885	0.327	0.274	0.406333333	0.4575
VNG1893G	trp2	chr	1399992	1400738	+	1400344	1400275	0.123333333	0.051333333	0.125	0.25	0.1335	0.112	0.212	0.2195
VNG1894C		chr	1400742	1402346	+	1401701	1401632	0.358	0.215666667	0.179666667	0.426	0.269	0.210333333	0.431	0.3585
VNG1895H		chr	1402704	1402360	-	1402537	1402606	-0.014	0.011	-0.001	0.131	0.0595	-0.001666667	0.044333333	0.1015
VNG1896C		chr	1402807	1404603	+	1403482	1403413	0.308333333	0.205666667	0.153333333	0.3585	0.2225	0.118	0.223333333	0.3605
VNG1898C		chr	1404628	1405077	+	1404743	1404674	-0.111333333	0.013333333	0.05	0.112	-0.0705	-0.083333333	-0.058333333	0.0565
VNG1899G	kaiC	chr	1405774	1405121	-	1405201	1405270	0.011333333	0.009666667	-0.000333333	-0.0115	-0.1035	-0.048666667	-0.003666667	0.0245
VNG1900C		chr	1406440	1407285	+	1407115	1407046	-0.086666667	-0.012333333	-0.028	-0.027	-0.0555	-0.038	-0.013	-0.0305
VNG1901C		chr	1407337	1408269	+	1407554	1407485	0.205	0.071666667	0.044	0.1355	0.1215	0.097	0.088333333	0.224
VNG1902H		chr	1408535	1408323	-	1408323	1408392	0.158666667	0.033333333	0.187666667	0.4175	0.1455	0.136	0.274333333	0.304
VNG1903C		chr	1409972	1409289	-	1409505	1409574	0.252666667	0.110666667	0.085666667	0.094	0.001	0.113333333	0.19	0.192
VNG1904H		chr	1410275	1410177	-	1410178	1410247	0.155	0.172333333	0.169666667	0.326	0.208	0.171333333	0.306666667	0.4025
VNG1905C		chr	1412059	1410380	-	1411897	1411966	0.308666667	0.134666667	0.067	0.268	0.1875	0.103666667	0.123666667	0.236
VNG1906H		chr	1412058	1412612	+	1412183	1412114	0.110333333	0.198333333	0.142	0.216	0.1655	0.104333333	0.046	0.133
VNG1907H		chr	1412832	1413272	+	1412960	1412891	0.062	0.038666667	-0.048666667	-0.1085	0.024	0.066333333	-0.008333333	-0.084
VNG1910H		chr	1413751	1414014	+	1413926	1413857	0.091	0.114666667	0.040666667	-0.0375	0.099	0.068666667	0.009666667	0.0445
VNG1911G	nirD	chr	1415064	1414030	-	1414172	1414241	0.181	0.098333333	0.056666667	-0.0215	0.012	0.049333333	0.005333333	0.0755
VNG1912G	trpD2	chr	1415175	1416230	+	1415364	1415295	-0.104333333	0.004666667	-0.017666667	0.006	-0.0705	-0.092	-0.151	-0.036
VNG1914G	ppiA	chr	1416274	1416840	+	1416550	1416481	-0.025	0.094	0.075	0.0095	-0.0045	0.032333333	-0.048	-0.042
VNG1916H		chr	1416890	1417228	+	1417049	1416980	-0.082	0.035333333	-0.015333333	-0.0915	-0.092	-0.074333333	-0.112	-0.1405
VNG1917H		chr	1417462	1417812	+	1417766	1417697	0.263666667	0.188666667	0.17	0.3195	0.2845	0.172666667	0.19	0.3015
VNG1918C		chr	1418579	1417821	-	1418371	1418440	0.106666667	0.057666667	0.103	0.2385	0.111	0.132	0.157333333	0.2015
VNG1919H		chr	1418989	1418633	-	1418739	1418808	0.238666667	0.199	0.224	0.5255	0.2485	0.244666667	0.404	0.4245
VNG1920H		chr	1419466	1419939	+	1419899	1419830	0.094333333	0.126	0.075333333	0.174	0.1055	0.05	0.112333333	0.153
VNG1921H		chr	1419372	1418989	-	1419118	1419187	0.41	0.193333333	0.188	0.483	0.2695	0.225333333	0.284666667	0.424
VNG1922G	trh5	chr	1420185	1419961	-	1419961	1420030	0.017333333	0.003	0.130666667	0.177	0.09	0.007	0.153333333	0.225
VNG1924G	trkA6	chr	1420965	1420189	-	1420823	1420892	0.005333333	0.006333333	0.113666667	0.3315	0.158	0.095666667	0.215333333	0.337
VNG1925H		chr	1421025	1421189	+	1421177	1421108	-0.234333333	-0.177333333	0.017	0.5215	0.013	-0.267333333	0.222333333	0.636
VNG1926G	pdhA1	chr	1422179	1421214	-	1421971	1422040	0.023	0.021666667	-0.038333333	-0.2185	-0.066	0.039333333	-0.041666667	-0.2045
VNG1927H		chr	1422323	1422646	+	1422584	1422515	0.052	0.010666667	0.059666667	0.1515	0.0415	0.045333333	0.163666667	0.2225
VNG1929G	tmk	chr	1423259	1422663	-	1422976	1423045	0.225666667	0.161666667	0.175666667	0.3915	0.179	0.185	0.309666667	0.2855
VNG1932G	nolA	chr	1423334	1424242	+	1424178	1424109	-0.087	0.049666667	0.006333333	-0.016	-0.092	-0.020333333	0.013666667	0.054
VNG1933G	ftsZ3	chr	1424535	1425584	+	1424806	1424737	-0.105666667	0.026666667	-0.021	-0.1685	-0.148	-0.04	-0.095	-0.111
VNG1934H		chr	1425565	1426356	+	1425949	1425880	-0.078	0.005666667	-0.006	-0.1355	-0.052	-0.023	-0.084666667	-0.1425
VNG1935C		chr	1426359	1426985	+	1426926	1426857	0.213666667	0.083333333	0.016666667	-0.004	0.046	0.091666667	0.09	0.042
VNG1937C		chr	1427030	1428145	+	1427224	1427155	0.070333333	0.071	0.038666667	0.052	0.0415	0.099333333	0.143666667	0.118
VNG1938C		chr	1429657	1428158	-	1429525	1429594	0.544666667	0.304	0.332333333	0.742	0.4985	0.281	0.397666667	0.4555
VNG1939G	purC	chr	1429637	1430677	+	1429759	1429690	-0.222	-0.166666667	-0.172333333	-0.232	-0.0975	-0.245	-0.128	-0.234
VNG1940H		chr	1430826	1431068	+	1430948	1430879	0.047666667	-0.051333333	-0.112333333	-0.1535	-0.0815	-0.055333333	-0.098333333	-0.1145
